title,url,vendor,topic,sockets,contains
AMD EPYC 8004 and 9004 Series CPU Power Management White Paper (70357),https://docs.amd.com/v/u/en-US/amd-epyc-8004-and-9004-series-cpu-power-management-white-paper,AMD,power,1P/2P,CPU power-management white paper for EPYC 8004 and 9004; Document ID 70357 (2024-07-12).
AMD EPYC 9005 and 9004/8004 Series CPU Power Management (amd.com PDF),https://www.amd.com/content/dam/amd/en/documents/products/processors/server/epyc/epyc-8004-and-9004-series-cpu-power-management-white-paper.pdf,AMD,power,1P/2P,"curl application/pdf (Jan 2026): Infinity Power Management for 9005 and 9004/8004; SMU, APML, HSMP, CPPC, performance vs power determinism. Distinct URL from hub 70357 8004/9004 paper."
AMD EPYC CPUs Make the Most Out of Tight Telco Power Budgets (DAM PDF),https://www.amd.com/content/dam/amd/en/documents/epyc-business-docs/solution-briefs/amd-epyc-cpus-make-the-most-out-of-tight-telco-power-budgets-solution-brief.pdf,AMD,power,1P/2P,"curl application/pdf 5.5 MB / 5 pages. Unique live amd.com/content/dam power leftover: cTDP, PPL, HSMP real-time power control, Infinity Power Management for RAN/CO fixed budgets. 7002 architecture / 9004 competitive / Infinity Fabric DAM white papers 404."
amd/amd_energy (RAPL hwmon out-of-tree),https://github.com/amd/amd_energy,AMD,power,1P/2P,Opened GitHub: out-of-tree amd_energy.ko exposing Fam17h RAPL MSRs C001_0299/029A/029B (core + package energy) via hwmon; DKMS. AMDESE/amd_energy does not exist; this is the remaining public energy driver. In-tree docs.kernel.org/hwmon/amd_energy.html is 404 on current docs.
amd/apml_modules (SBRMI/SBTSI/ALERT_L),https://github.com/amd/apml_modules,AMD,power,1P/2P,Public APML kernel modules for BMC in-band/out-of-band power/thermal (SBRMI/SBTSI) on Family 19h+ EPYC; ioctl/hwmon. AMDESE/amd-apml repo does not exist; this is the public APML driver tree.
amd/esmi_ib_library (E-SMI in-band),https://github.com/amd/esmi_ib_library,AMD,power,1P/2P,EPYC System Management Interface in-band userspace library (HSMP/energy). Cited from Linux amd_hsmp.rst.
AMDESE amd-power-control,https://github.com/AMDESE/amd-power-control,AMD,power,1P/2P,EPYC package power-control utilities/notes.
AMDESE amd_hsmp (Host System Management Port),https://github.com/AMDESE/amd_hsmp,AMD,power,1P/2P,"Out-of-tree HSMP kernel module + amd_hsmp.h: mailbox used on EPYC for power/boost/xgmi telemetry (software, not pinout)."
AMDESE amd_hsmp.h,https://raw.githubusercontent.com/AMDESE/amd_hsmp/master/amd_hsmp.h,AMD,power,1P/2P,HSMP mailbox message IDs / structs for EPYC power and fabric management.
AMDESE epyc-feature-doc amd_pstate,https://raw.githubusercontent.com/AMDESE/epyc-feature-doc/master/pm/0001_amd_pstate.md,AMD,power,1P/2P,ESE note on amd_pstate CPU frequency control.
AMDESE libhsmp,https://github.com/AMDESE/libhsmp,AMD,power,1P/2P,Userspace library for AMD HSMP on EPYC.
AMDESE OpenBMC (Genoa SP5 CRBs),https://github.com/AMDESE/OpenBMC,AMD,power,1P/2P,"OpenBMC bring-up for AMD SP5 CRBs Onyx/Quartz/Ruby/Titanite; APML CPU temp, power capping, I3C, RAS/CPER. Software stack, not SP5 PDG."
Host System Management Port (PUB) (69280),https://docs.amd.com/v/u/en-US/69280_1.00_HSMP,AMD,power,1P/2P,"Opened hub; isSecure false; khub content application/pdf 188 KB / 6 pages. HSMP ACPI table ('HSMP' signature, OEM AMDINC) maps per-socket/per-IOD MMIO MsgId/MsgRsp/MsgArg offsets used by AMD-SMI on EPYC. Hub watermark still says Confidential Advance Information; content API returned without login. Complements existing amd_hsmp.rst / amd_hsmp repo."
Milan PMFW-7872 Issue (70382),https://docs.amd.com/v/u/en-US/MilanPMFW7872Issue,AMD,power,1P/2P,"Opened hub; khub content application/pdf 490 KB / 3 pages. Milan SMU/PMFW-7872: simultaneous core-idle then wakeup can erroneously drop core clocks until MilanPI-SP3_1.0.0.6 (2021-08-27). Document ID 70382. 703xx leftover; power-management erratum, not a thermal kit."
Linux Documentation/admin-guide/pm/amd-pstate.rst,https://raw.githubusercontent.com/torvalds/linux/master/Documentation/admin-guide/pm/amd-pstate.rst,Linux/GitHub,power,1P/2P,"Opened raw.githubusercontent: in-tree amd-pstate CPPC driver (active/passive/guided, EPP, preferred core) for Zen 2/3+ including EPYC. Distinct from existing AMDESE epyc-feature-doc pm/0001_amd_pstate.md. Not EPYC-only but is the remaining public amd_pstate.rst."
Linux Documentation/arch/x86/amd_hsmp.rst,https://raw.githubusercontent.com/torvalds/linux/master/Documentation/arch/x86/amd_hsmp.rst,Linux/GitHub,power,1P/2P,"In-tree HSMP mailbox docs for Fam19h/1Ah EPYC (and MI300A): /dev/hsmp, AMDI0097 ACPI, fclk/mclk/power sysfs. amd_ibs.rst is not present at Documentation/arch/x86/amd_ibs.rst."
AMD forum: SP5/EPYC 9005 TDG and MDG are NDA,https://pcforum.amd.com/s/question/0D5Pd00001HFLveKAH/where-are-the-thermal-design-guide-and-mechanical-drawings-for-the-epyc-9005-series-processors,AMD,thermal,1P/2P,"AMD written reply (quoted by requester): SP5/EPYC 9005 TDG and MDG are NOT public; NDA via TIP/distributors only. This page is the public statement, not the TDG itself."
GIGABYTE R183-Z90-LAD1 Rev. 3.x Datasheet,https://download.gigabyte.com/FileList/DataSheet/GIGABYTE%20R183-Z90-LAD1%20(Rev.%203.x)_datasheet.pdf,Gigabyte,thermal,2P,"1U DP DLC on MZ93-FS0, dual EPYC 9005/9004 cTDP 400W; 24 DDR5 12-ch; 1x FHHL PCIe Gen5 x16 + 2x OCP NIC 3.0 Gen5 x16; CoolIT CPU cold-plate loop; 4x Gen4 NVMe/SATA/SAS."
GIGABYTE R183-Z93-LAJ1 Rev. 3.x Datasheet,https://download.gigabyte.com/FileList/DataSheet/GIGABYTE%20R183-Z93-LAJ1%20(Rev.%203.x)_datasheet.pdf,Gigabyte,thermal,2P,"1U DP DLC on MZ93-FS1, dual EPYC 9005/9004 cTDP 500W; 24 DDR5 12-ch; 1x FHHL PCIe Gen5 x16 + 2x OCP NIC 3.0 Gen5 x16; 4x Gen5 NVMe/SATA/SAS-4; 1+1 2000W Titanium."
GIGABYTE R183-Z93-LAJ1 User Manual Rev. 3.0,https://download.gigabyte.com/FileList/Manual/server_manual_R183-Z93-LAJ1_e_v3.0.pdf,Gigabyte,thermal,2P,1U DP DLC EPYC 9005/9004; DIMM population table and processor/memory matrix; CoolIT liquid cooling; MCIO NVMe map (CPU_0 SATA / CPU_1 NVMe); 2x OCP NIC 3.0 Gen5 x16.
ThinkSystem SR655 V3 Hardware Maintenance Guide,https://pubs.lenovo.com/sr655-v3/sr655_v3_hardware_maintenance_guide.pdf,Lenovo,thermal,1P,Memory-channel map vs processors; DIMM mix rules for 9004 vs 9005; thermal rules chapters for 9004 and 9005 including GPU L40/L40S on Gen5 riser with 9005.
LOTES Socket Introduction E1 230131 — SP5 LGA6096,https://kaztech.jp/wp-content/uploads/2024/05/Lotes-socket-introduction_E1_230131-1.pdf,Lotes,pins,1P/2P,"Socket SP5 LGA6096: pitch 0.94 mm x 0.81 mm, 6096 contacts, 1.4 A/pin, 30-cycle durability, LCP housing, P/N AZIFS052-P00*; SP5 SRM/backplate loading 152±8 kgf, torque 14±1 kgf-cm."
Socket SP3 — Wikipedia,https://en.wikipedia.org/wiki/Socket_SP3,Wiki,pins,1P/2P,"Public SP3 facts (4094 lands, EPYC 7001/7002/7003). Not a pin map."
Socket SP5 (LGA 6096) — Wikipedia,https://en.wikipedia.org/wiki/Socket_SP5,Wiki,pins,1P/2P,"Public socket facts only (6096 lands, 72×75.4 mm, Foxconn/Lotes, DDR5-12ch, PCIe5 128, successor SP3). NOT a pin map or TDG."
Socket SP6 (LGA 4844) — Wikipedia,https://en.wikipedia.org/wiki/Socket_SP6,Wiki,pins,1P,"Public SP6 facts only (4844 lands, 58.5×75.4 mm, 6ch DDR5, 96 PCIe5, 1P-only Siena 8004, TDP to 225 W). NOT a pin map. Smaller/cheaper variant of SP5; not electrically sTR5."
Socket sTR5 — Wikipedia,https://en.wikipedia.org/wiki/Socket_sTR5,Wiki,pins,1P,"Opened Wikipedia: Threadripper 7000/9000 LGA-4844, 58.5×75.4 mm, 8ch DDR5 RDIMM, up to 128 PCIe5 (PRO/WRX90). Useful SP5 vs sTR5 distinction: sTR5 is HEDT/workstation and a variant of SP6 (same 4844 land count), not EPYC SP5 LGA-6096 2P. NOT a pin map. WikiChip Bergamo remains a redlink."
WikiChip AMD package SP3,https://en.wikichip.org/wiki/amd/packages/sp3,Wiki,pins,1P/2P,SP3 package public facts.
WikiChip AMD package SP5,https://en.wikichip.org/wiki/amd/packages/sp5,Wiki,pins,1P/2P,Package/socket public dimensions and generation list. Not a land assignment.
Advantech ASMB-981 Dual SP5 Server Board Datasheet,https://advdownload.advantech.com/productfile/PIS/ASMB-981/file/ASMB-981_DS(022526)20260226134153.pdf,Advantech,oem-manual,2P,"Dual LGA 6096 SP5 EPYC Embedded 9004/9005, 16 DDR5 (4800/6400 MT/s) 4 TB max, 6x PCIe Gen5 x16 with CXL, 4x MCIO Gen5, 2x M.2 Gen5; block diagram shows xGMI G2/G0/G1 between CPUs."
4th Gen AMD EPYC Processors Power Nutanix LLM in a Box (70602),https://docs.amd.com/v/u/en-US/amd-epyc-9004-wp-ai-on-nutanix,AMD,oem-manual,1P/2P,White paper on 4th Gen EPYC powering Nutanix LLM-in-a-Box; Document ID 70602 (2024-05-20).
Abaqus and PowerFLOW on Supermicro H13 Hyper Servers (70502),https://docs.amd.com/v/u/en-US/amd-epyc-9004-supermicro-simulia-recommended-configuration,AMD,oem-manual,1P/2P,Recommended Abaqus/PowerFLOW configuration on Supermicro H13 + EPYC 9004; Document ID 70502 (2023-06-27).
Altair on Supermicro H13 Hyper Servers (70499),https://docs.amd.com/v/u/en-US/amd-epyc-9004-supermicro-altair-recommended-configuration,AMD,oem-manual,1P/2P,Recommended Altair configuration on Supermicro H13 + EPYC 9004; Document ID 70499 (2023-06-27).
AMD EPYC and VMware vSphere AI-in-a-Box Build Guide (58765),https://docs.amd.com/v/u/en-US/58765-amd-epyc-9004-ug-vmware-ai-in-a-box,AMD,oem-manual,1P/2P,"Public hub opened: user guide to deploy Llama2 LLMs on 4th Gen EPYC + vSphere (Ubuntu VM, Docker); Document ID 58765. No khub PDF content API was returned in the hub extraction."
AMD EPYC Virtual Machine Migration Guide (58206),https://docs.amd.com/v/u/en-US/58206_amd-epyc-9004-ug-virtual-machine-migration-guide,AMD,oem-manual,1P/2P,EPYC VM migration user guide; Document ID 58206 Rev 2.0 (2025-02-20).
Ansys on Supermicro H13 Hyper Servers (70500),https://docs.amd.com/v/u/en-US/amd-epyc-9004-supermicro-ansys-recommended-configuration,AMD,oem-manual,1P/2P,Recommended Ansys configuration on Supermicro H13 + EPYC 9004; Document ID 70500 (2023-06-27).
Configuring AMD xGMI Links on the Lenovo Thinksystem SR665 V3 Server,https://docs.amd.com/v/u/en-US/Configuring-AMD-xGMI-Links-on-the-Lenovo-Thinksystem-SR665-V3-Server,AMD,oem-manual,2P,Public hub page for Lenovo SR665 V3 xGMI configuration; Document ID 70613 (2023-11-16); page states visit partner site to access full documentation.
Enabling AMD Secure Nested Paging (SEV-SNP) on Thinksystem Servers,https://docs.amd.com/v/u/en-US/Enabling-AMD-Secure-Nested-Paging-SEV-SNP-on-Thinksystem-Servers,AMD,oem-manual,1P/2P,Public hub page for enabling SEV-SNP on Lenovo ThinkSystem; Document ID 70596; page states visit partner site to access full documentation.
Get Better Oracle Database Performance When You Upgrade to the Dell Poweredge R7625 Featuring the Poweredge Raid Controller 12 Series,https://docs.amd.com/v/u/en-US/Get-Better-Oracle-Database-Performance-When-You-Upgrade-to-the-Dell-Poweredge-R7625-Featuring-the-Poweredge-Raid-Controller-12-Series,AMD,oem-manual,2P,Public hub page pointing to Dell partner HTML for Oracle on PowerEdge R7625; Document ID 70250; page states visit partner site.
Handle More Oracle Transactions and Support More Vms with the Dell Poweredge R7625 Featuring the Poweredge Raid Controller 12 Series,https://docs.amd.com/v/u/en-US/Handle-More-Oracle-Transactions-and-Support-More-Vms-with-the-Dell-Poweredge-R7625-Featuring-the-Poweredge-Raid-Controller-12-Series,AMD,oem-manual,2P,Public hub page pointing to Dell partner HTML for Oracle/VM density on PowerEdge R7625; Document ID 70251; page states visit partner site.
Lenovo ThinkAgile HX665 V3 Systems Integrated with Nutanix Software (70384),https://docs.amd.com/v/u/en-US/amd-epyc-9004-lenovo-thinkagile-hx665-v3-nutanix-oracle-21c-database,AMD,oem-manual,2P,Lenovo ThinkAgile HX665 V3 + Nutanix/Oracle 21c on EPYC 9004; Document ID 70384 (2025-03-20).
Lenovo ThinkAgile HX665 V3 Systems Powered by AMD EPYC 9005 CPUs and Nutanix Software Deliver Scalable Performance on Microsoft SQL SERVER 2025 (4403242),https://docs.amd.com/v/u/en-US/4403242-epyc-9005-nutanix-solution-brief-fnl,AMD,oem-manual,1P/2P,Lenovo/Nutanix solution brief for EPYC 9005 + SQL Server 2025; Document ID 4403242 Ver 2.0 English (2026-02-27).
Nutanix AOS/AHV AI-in-a-Box Solutions Build Guide (58736),https://docs.amd.com/v/u/en-US/amd-epyc-9004-ug-nutanix-llm,AMD,oem-manual,1P/2P,Nutanix AOS/AHV AI-in-a-Box build guide on EPYC 9004; Document ID 58736 Rev 1.1 (2024-08-01).
Optimizing Linux for AMD EPYC 9004 Series Processors with SUSE Linux Enterprise 15 SP4,https://docs.amd.com/v/u/en-US/Optimizing-Linux-for-AMD-EPYC-9004-Series-Processors-with-SUSE-Linux-Enterprise-15-SP4,AMD,oem-manual,1P/2P,Public hub page for SUSE SLE 15 SP4 optimization on EPYC 9004; Document ID 70583; page states visit partner site to access full documentation.
RedHat OpenShift AI In-a-Box Solutions (58669),https://docs.amd.com/v/u/en-US/58669-amd-epyc-9004-ug-openshift,AMD,oem-manual,1P/2P,OpenShift AI-in-a-Box solutions on EPYC 9004; Document ID 58669 Rev 1.0 (2024-05-07).
Server Memory Population Rules for HPE Proliant Gen11 Servers with AMD EPYC 8004 9004 Series Processors,https://docs.amd.com/v/u/en-US/Server-Memory-Population-Rules-for-HPE-Proliant-Gen11-Servers-with-AMD-EPYC-8004-9004-Series-Processors,AMD,oem-manual,1P/2P,Public hub page for HPE Gen11 memory population rules on EPYC 8004/9004; Document ID 70622; page states visit partner site to access full documentation.
Siemens Simcenter STAR-CCM+ on Supermicro H13 Hyper Servers (70501),https://docs.amd.com/v/u/en-US/amd-epyc-9004-supermicro-siemens-recommended-configuration,AMD,oem-manual,1P/2P,Recommended Siemens STAR-CCM+ configuration on Supermicro H13 + EPYC 9004; Document ID 70501 (2023-06-27).
XSKY XEDP and XEBS with AMD EPYC 9004 Processors (72631),https://docs.amd.com/v/u/en-US/xsky-xedp-and-xebs-with-amd-epyc-9004-processors,AMD,oem-manual,1P,Public hub opened: joint white paper that 1P EPYC 9004 XSKY XEDP/XEBS storage can match/beat traditional 2P Intel configs on cost/power. No khub PDF content API was returned in the hub extraction.
ASRock Rack AMD EPYC 9004 Server Catalog 2024Q2,https://www.asrockrack.com/general/2024Q2AMDEPYC9004.pdf,ASRock Rack,oem-manual,1P/2P,"SKU tables for 1S and 2S Genoa systems: DIMM counts (8, 12, 12+12), PCIe5 risers, OCP 3.0, NVMe bay configs; dual-socket 2U12L/2U24E-GENOA2 and multi-node 2U4N entries."
ASRock Rack AMD EPYC 9004 server minisite,https://www.asrockrack.com/minisite/AMD-EPYC-9004-Server/,ASRock Rack,oem-manual,1P/2P,Partner SKU table of Genoa-era SP5 server boards.
ASRock Rack AMD EPYC 9005 Series Server Solutions,https://www.asrockrack.com/minisite/AMD-EPYC-9005-Server/,ASRock Rack,oem-manual,1P/2P,"Lists dual-SP5 boards: GENOA2D16NQM3-2Q (8+8 DIMM, MCIO/CXL), TURIN2D16-2T (8+8 DIMM, 2x PCIe5 x16 + 3x PCIe4 x16 + MCIO), TURIN2D24TM3-2L+ / GENOA2D24G-2L+ (12+12 DIMM, many PCIe5 x8 MCIO)."
ASRock Rack GENOA2D16NQM3-2Q product specifications,https://www.asrockrack.com/general/productdetail.asp?Model=GENOA2D16NQM3-2Q,ASRock Rack,oem-manual,2P,GENOA2D16NQM3-2Q dual Socket SP5 LGA 6096 EPYC 9005/9004; 8+8 DIMM 1DPC DDR5; 1 PCIe5 x16; multiple PCIe5/CXL2.0 x8 MCIO; 2x 25GbE BCM57414 + OCP 3.0.
ASRock Rack GENOA2D16NQM3-2Q User Manual,https://download.asrock.com/Manual/GENOA2D16NQM3-2Q.pdf,ASRock Rack,oem-manual,2P,EEB 12.8x14 in dual SP5 LGA 6096 EPYC 9005/9004 TDP 400W; 8+8 DIMM 1DPC DDR5 to 6000 MHz RDIMM/3DS 128/256 GB; PCIe5 x16 SLOT6; MCIO PCIe5/CXL2.0 x8; BCM57414 25GbE SFP28; OCP NIC 3.0 x16.
ASRock Rack GENOA2D24G-2L+ / TURIN2D24G-2L+ Quick Installation Guide,https://media.dustin.eu/media/d2000010011364910/genoa2d24g-2l-hovedkort-amd-soc-socket-sp5-quick-start-guide.pdf,ASRock Rack,oem-manual,2P,"QIG for dual SP5 GENOA2D24/TURIN2D24: CPU/heatsink, ATX 12V power, I/O panel, and memory-install steps; points to full user manual on asrockrack.com."
ASRock Rack GENOA2D24G-2L+ User Manual (v3.22 Jan 2026),https://download.asrock.com/Manual/GENOA2D24G-2L%2b.pdf,ASRock Rack,oem-manual,2P,Dual Socket SP5 LGA 6096 EPYC 9005/9004; 12+12 DIMM 1DPC DDR5 RDIMM/3DS; MCIO PCIe5.0/CXL2.0 x8 maps per CPU; TDP 400W (GENOA2D24) / 500W (TURIN2D24G-2L+/500W); DIMM install chapter.
ASRock Rack GENOAD8UD-2T / GENOAD8UD-2T/X550 User Manual,https://gzhls.at/blob/ldb/d/d/0/f/e9f1af2f3ab5b8afb65601585b294c46b28e.pdf,ASRock Rack,oem-manual,1P,GENOAD8UD-2T single Socket SP5 LGA 6096 EPYC Genoa TDP 400W; 8x 288-pin DDR5 DIMM 8-channel; 4 MCIO x8 plus MCIO x4; 4 PCIe5/CXL x16.
ASRock Rack TURIN2D16-2T User Manual,https://download.asrock.com/Manual/TURIN2D16-2T.pdf,ASRock Rack,oem-manual,2P,EEB 12x13.2 in dual SP5 LGA 6096 EPYC 9005/9004 TDP 400W; 8+8 DIMM 1DPC DDR5 to 6400 MHz; 3x PCIe4 x16 + 2x PCIe5/CXL2.0 x16; 2+1 MCIO PCIe5/CXL x8; Intel X710-AT2 10GbE; layout with DDR5_A1-W1.
ASRock Rack TURIN2D16-2T User Manual,https://gzhls.at/blob/ldb/7/0/5/6/5afcfe427de60df411eca950a23a5f234035.pdf,ASRock Rack,oem-manual,2P,"Dual Socket SP5 LGA6096, 8+8 DIMM 1DPC DDR5 RDIMM/3DS (RDIMM 128GB, 3DS 512GB), PCIe4 x16 slots 1–3 plus PCIe5/CXL2.0 x16 slots 4–5, 3x MCIO Gen5/CXL from CPU1."
ASRock Rack TURIN2D24G-2L+ / GENOA2D24G-2L+ User Manual (v2.00 Nov 2024),https://download.asrock.com/Manual/TURIN2D24G-2L%2b.pdf,ASRock Rack,oem-manual,2P,Combined dual SP5 manual: 12+12 DIMM 1DPC; GENOA 400W/4800 MT/s vs TURIN 500W/6000 MT/s (9005) or 4800 (9004); 6+2+2 MCIO PCIe5/CXL per CPU; up to 32 SATA via MCIO; Intel i350 1GbE.
ASUS ESC8000A-E12 4U GPU Server User Guide (E22384 V4),https://dlcdnets.asus.com/pub/ASUS/server/ESC8000A-E12/Manual/E22384_ESC8000A-E12_UM_V4_WEB.pdf?model=ESC8000A-E12,ASUS,oem-manual,2P,"K14PG-D24 dual SP5 LGA 6096 EPYC 9004, 24 DIMMs 12 ch/CPU to 3 TB/socket DDR5 4800/4400 RDIMM/3DS; 4U GPU chassis hardware, motherboard layout, BIOS."
ASUS ESC8000A-E12P 4U GPU Server User Manual (C22383 V2),https://dlcdnets.asus.com/pub/ASUS/server/ESC8000A-E12P/Manual/C22383_ESC8000A_E12P_V2_WEB.pdf?model=ESC8000A-E12P,ASUS,oem-manual,2P,"K14PG-D24 2x SP5 LGA 6096 EPYC 9004, 24 DIMMs 12 ch/CPU to 3 TB, 13 PCIe Gen5 x16 (8 GPU + NIC/OCP3.0 + front HBA); 2+2 2600/3000W Titanium PSU."
ASUS K14PA-U12 User Manual (C22536),https://dlcdnets.asus.com/pub/ASUS/server/K14PA-U12/Manual/C22536_K14PA-U12_WEB.pdf?model=K14PA-U12,ASUS,oem-manual,1P,K14PA-U12 1x Socket SP5 LGA 6096 EPYC 9004 up to 400W; 12x DDR5 DIMM up to 3TB; 3x PCIe Gen5 x16; CEB 12x10.5in; eight MCIO for NVMe in related spec list.
ASUS RS700A-E12-RS12U Datasheet v4 (2025-07-08),https://dlcdnets.asus.com/pub/ASUS/server/RS700A-E12-RS12U/Manual/DataSheet_RS700A-E12-RS12U_20250708_v4.pdf,ASUS,oem-manual,2P,"Opened 2-page PDF: 1U 2S EPYC 9004 / 3D V-Cache, 24 DIMM DDR5-4800/4400, PCIe 5.0, GPU/FPGA support."
ASUS RS700A-E12-RS12U User Guide (E20358),https://dlcdnets.asus.com/pub/ASUS/server/RS700A-E12-RS12U/Manual/E20358_RS700A-E12-RS12U_UM_WEB.pdf?model=RS700A-E12-RS12U,ASUS,oem-manual,2P,"Opened 162-page PDF: K14PP-D24; 2× Socket SP5 (LGA 6096) EPYC 9004 up to 400W; 24 DIMM, 12-channel per CPU 1DPC DDR5 4800/4400, max 3TB/socket."
ASUS RS720A-E12-RS12 2U Rackmount Server User Guide (E25587 V3),https://dlcdnets.asus.com/pub/ASUS/E25587_RS720A-E12-RS12_UM_V3_WEB.pdf?model=RS720A-E12-RS12,ASUS,oem-manual,2P,"K14PP-D24 dual SP5 LGA 6096 EPYC 9004 to 400W, 24 DIMMs 12 ch/CPU 1DPC DDR5 4800/4400 RDIMM/3DS; motherboard layout, jumpers, BIOS; K14PP-D24 block diagram appendix."
ASUS Server Brochure 1H 2023 (K14PP-D24 / K14PG-D24 2P),https://www.asus.com/event/server/server-brochure-1h-2023.pdf,ASUS,oem-manual,2P,K14PP-D24 / K14PG-D24 dual Socket SP5 LGA 6096 EPYC 9004 up to 400W; 24 DIMM DDR5 4800/4400 RDIMM/3DS max 6144GB; up to 9 PCIe Gen5 slots plus OCP 3.0.
Dell EMC PowerEdge R6525 Technical Guide,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-r6525-technical-guide.pdf,Dell,oem-manual,2P,1U dual-socket EPYC 7002/7003 SP3; up to 32 DDR4 DIMMs / 2 TB / 3200 MT/s; RDIMM/LRDIMM 1DPC vs 2DPC speed table; x4/x8 mix restrictions on AMD EPYC.
Dell EMC PowerEdge R7525 Technical Guide,https://i.dell.com/sites/csdocuments/Product_Docs/en/dell-emc-poweredge-r7525-technical-guide.pdf,Dell,oem-manual,2P,2U dual-socket EPYC 7002/7003 SP3; up to 32 DDR4 DIMMs / 4 TB / 3200 MT/s; RDIMM vs LRDIMM and 1DPC/2DPC speed matrix; PCIe Gen4 expansion; 2P memory population notes.
Dell PowerEdge R6625 Installation and Service Manual — Memory Settings,https://www.dell.com/support/manuals/en-us/poweredge-r6625/r6625_ism/memory-settings?guid=guid-e2e05e7f-7c63-444b-af33-7ae9ff07fd63&lang=en-us,Dell,oem-manual,2P,"BIOS Memory Settings screen (F2 > System BIOS): System Memory Size/Type/Speed, DRAM Refresh Delay, DIMM Self Healing/PPR, correctable error logging; ISM also covers memory specs and install."
Dell PowerEdge R6625 Spec Sheet,https://i.dell.com/sites/csdocuments/Product_Docs/en/poweredge-r6625-spec-sheet.pdf,Dell,oem-manual,2P,"Opened 3-page PDF (browser UA): 1U dual-socket EPYC 9004, 24 DDR5 RDIMM up to 3 TB / 4800 MT/s, up to three PCIe slots, optional DLC. Distinct from R6625 technical guide already cataloged."
Dell PowerEdge R6625 Technical Guide Rev. A06,https://www.delltechnologies.com/asset/en-us/products/servers/technical-support/poweredge-r6625-technical-guide.pdf,Dell,oem-manual,2P,"2S1U Genoa SP5: two EPYC 9004 up to 128 cores, 24 RDIMMs / 6 TB / 4800 MT/s, PCIe 5.0, optional DLC; compares R6625 vs R6525; memory subsystem and thermal chapters."
Dell PowerEdge R6725 Technical Guide,https://www.delltechnologies.com/asset/en-us/products/servers/technical-support/poweredge-r6725-technical-guide.pdf,Dell,oem-manual,2P,1U dual 5th Gen EPYC 9005 vs R6625 9004 comparison; 24 DDR5 DIMMs to 6400 MT/s; PCIe slot/GPU and cooling (air/DLC) tables for Turin 2P.
Dell PowerEdge R7615 Installation and Service Manual — Memory installation guidelines,https://www.dell.com/support/manuals/en-us/poweredge-r7615/per7615_ism_pub/general-memory-module-installation-guidelines?guid=guid-10140f55-593e-4511-9407-9db99a1ea3ce&lang=en-us,Dell,oem-manual,1P,"DDR5-only population: sockets A1–A12, odd DIMM counts allowed, no mixing capacities/types/x4-x8; populate channels equally; minimum four equal DIMMs per processor recommended."
Dell PowerEdge R7615 Spec Sheet,https://www.delltechnologies.com/asset/en-gb/products/servers/technical-support/poweredge-r7615-spec-sheet.pdf,Dell,oem-manual,1P,"Single-socket 2U EPYC 9004 up to 128 cores, 12 DDR5 DIMMs to 3 TB at 4800 MT/s, optional DLC, up to eight PCIe Gen5/Gen4 slots, GPU up to 3x 300W DW or 6x 75W SW."
Dell PowerEdge R7615 Technical Guide,https://www.delltechnologies.com/asset/en-us/products/servers/technical-support/poweredge-r7615-technical-guide.pdf,Dell,oem-manual,1P,PowerEdge R7615 one AMD EPYC 9004 SP5 up to 128 cores; 12 DDR5 DIMM 1DPC up to 3TB 4800 MT/s; PCIe Gen5 expansion.
Dell PowerEdge R7625 Installation and Service Manual (full PDF),https://cdn.accentuate.io/8848882499896/-1701723062775/dell-poweredge-r7625-installation-and-service-manual-v1710185343417.pdf,Dell,oem-manual,2P,"Full ISM: System BIOS chapter; 24x 288-pin DIMMs at 4800 MT/s; 1P/2P min/max RDIMM/3DS capacity table; general memory population (1,2,4,6,8,10,12 DIMM per CPU); no DDR4, no x4/x8 mix in a channel."
Dell PowerEdge R7625 Installation and Service Manual — Memory specifications,https://www.dell.com/support/manuals/en-uk/oth-r7625/per7625_ism_pub/memory-specifications?guid=guid-0cc590c9-522e-407f-a4f4-1a2ae8c04399&lang=en-us,Dell,oem-manual,2P,24x 288-pin DIMM sockets at 4800 MT/s; 1P/2P min/max capacity table for 16–256 GB RDIMM/3DS; DDR4 not supported; no mix of module types or x4/x8 within a channel.
Dell PowerEdge R7625 Spec Sheet,https://www.delltechnologies.com/asset/en-us/products/servers/technical-support/poweredge-r7625-spec-sheet.pdf,Dell,oem-manual,2P,"2U dual-socket EPYC 9004, 24 DDR5 RDIMM to 6 TB at 4800 MT/s, optional DLC, up to eight PCIe slots with Gen5/Gen4 mix, GPU up to 2x 300W DW or 6x 75W SW."
Dell PowerEdge R7625 Technical Guide,https://www.delltechnologies.com/asset/en-gb/products/servers/technical-support/poweredge-r7625-technical-guide.pdf,Dell,oem-manual,2P,PowerEdge R7625 two AMD EPYC 9004 SP5; 24 DDR5 RDIMM 12 ch/CPU 1DPC up to 6TB 4800 MT/s; up to eight PCIe Gen5 x8/x16 slots; not drop-in to SP3.
Dell PowerEdge R7725xd Technical Guide Rev. A03,https://www.delltechnologies.com/asset/en-us/products/servers/technical-support/poweredge-r7725xd-technical-guide.pdf,Dell,oem-manual,2P,2U storage-dense dual 5th Gen EPYC 9005 SP5 up to 192 cores; 24 DDR5 RDIMM to 3 TB at 6400 MT/s; 24x U.2 Gen5 NVMe or 40x E3.S/L; memory subsystem chapter.
